Title,Year,Certificate,Rating
The Social Network,1996.0,UA,7.8
The Wizard of Oz,1996.0,U,8.1
The Bricklayer,1996.0,R,5.1
The Green Knight,1996.0,UA,6.6
Sonic the Hedgehog 2,1996.0,7,6.5
Doctor Sleep,1996.0,A,7.3
They Live,1996.0,A,7.2
Scott Pilgrim vs. the World,1996.0,U,7.6
The Last Samurai,1996.0,UA,7.8
West Side Story,1996.0,UA,7.1
Pain Hustlers,1996.0,R,6.5
Black Widow,1996.0,UA,6.7
That's My Boy,1996.0,U,5.5
Rocky,1996.0,U,8.1
Me Before You,1996.0,UA,7.4
Inside Man,2005.0,18,7.6
Napoleon Dynamite,2005.0,PG,7.0
Pâfekuto burû,2005.0,A,8.0
Death Proof,2005.0,A,7.0
Man of Steel,2005.0,UA,7.1
Bodies Bodies Bodies,2005.0,13,6.2
Freelance,2005.0,R,5.5
Dumb Money,2005.0,R,6.9
Sonic the Hedgehog,2005.0,U,6.5
The Guest,2005.0,R,6.7
Dumb and Dumber,2005.0,UA,7.3
Total Recall,2005.0,A,7.5
The Abyss,2005.0,U,7.5
The Tomorrow War,2005.0,13,6.6
Scouts Guide to the Zombie Apocalypse,2005.0,Not Rated,6.3
Toy Story,2005.0,U,8.3
Caddyshack,2005.0,U,7.2
Cashback,2005.0,A,7.1
Casablanca,2005.0,U,8.5
Thirteen,2005.0,15+,6.8
In Time,2005.0,UA,6.7
Jurassic World,2005.0,UA,6.9
Now You See Me,2005.0,UA,7.2
Willy Wonka & the Chocolate Factory,2005.0,U,7.8
The Fast and the Furious,2005.0,A,6.8
Beautiful Boy,2005.0,R,7.4
Vicky Cristina Barcelona,2005.0,A,7.1
The Mask,2005.0,U,6.9
Terrifier 2,2005.0,18,6.1
Atonement,2005.0,UA,7.8
Mr. & Mrs. Smith,2005.0,16,6.5
Sin City,2005.0,A,8.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,U,6.9
Winnie-the-Pooh: Blood and Honey,2005.0,none,2.9
Charlie and the Chocolate Factory,2005.0,U,6.7
Godzilla: King of the Monsters,2005.0,UA,6.0
Knock Knock,2005.0,A,4.9
Salinui chueok,2005.0,UA,8.1
The Grand Budapest Hotel,2005.0,UA,8.1
Savageland,2005.0,none,6.0
Lo imposible,2005.0,UA,7.5
Beauty and the Beast,2005.0,UA,7.1
Legend,2005.0,U,6.3
Black Hawk Down,2005.0,A,7.7
Man on Fire,2005.0,UA,7.7
A Face in the Crowd,2005.0,none,8.2
Trading Places,2005.0,U,7.5
There Will Be Blood,2005.0,A,8.2
The King,2023.0,18,7.3
Wrong Turn,2023.0,A,6.1
The Intouchables,2023.0,UA,8.5
Snack Shack,2023.0,R,6.9
Shane,2023.0,none,7.6
The Predator,2023.0,A,5.3
Caligola,2023.0,A,5.3
Strictly Confidential,2023.0,R,2.8
Out of Darkness,2023.0,R,5.5
Under the Silver Lake,2023.0,R,6.5
Lucy,2023.0,A,6.4
Uncut Gems,2023.0,18,7.4
Excalibur,2023.0,A,7.3
Space Jam,2023.0,U,6.5
The Irishman,2023.0,16,7.8
The Great Escape,2023.0,U,8.2
Coherence,2023.0,none,7.2
Indiana Jones and the Last Crusade,2023.0,U,8.2
Matilda,2023.0,UA,7.0
Labyrinth,2023.0,Not Rated,7.3
The Dead Don't Hurt,2023.0,R,6.9
Finestkind,2023.0,R,6.0
Interview with the Vampire: The Vampire Chronicles,2023.0,R,7.5
Sing,2023.0,U,7.1
The Human Centipede (First Sequence),2023.0,A,4.4
Kick-Ass 2,2023.0,A,6.5
The Favourite,2023.0,18,7.5
Maze Runner: The Death Cure,2023.0,UA,6.3
World War Z,2023.0,UA,7.0
Marry Me,2023.0,UA,6.1
The Sandlot,2023.0,U,7.8
Falling Down,2023.0,15+,7.6
La bête,2023.0,none,6.8
Spartacus,2023.0,A,7.9
A Star Is Born,2023.0,A,7.6
Magnolia,2023.0,UA,8.0
Escape from the Planet of the Apes,2023.0,U,6.3
Cape Fear,2023.0,R,7.3
The Perks of Being a Wallflower,2023.0,UA,7.9
Irish Wish,2023.0,none,5.2
Hack Your Health: The Secrets of Your Gut,2023.0,none,6.5
Jojo Rabbit,2023.0,UA,7.9
Scary Movie,2023.0,15+,6.3
Frozen,2023.0,U,7.4
The Hunt,2023.0,R,6.5
Curiosa,2023.0,Not Rated,5.4
Spider-Man: Homecoming,2023.0,U,7.4
Infinity Pool,2023.0,R,6.0
Conan the Barbarian,2023.0,A,6.9
V for Vendetta,2016.0,UA,8.2
Casino Royale,2016.0,UA,8.0
2012,2016.0,UA,5.8
Moneyball,2016.0,U,7.6
The Day After Tomorrow,2016.0,U,6.5
The Incredibles,2016.0,U,8.0
Terrifier,2016.0,none,5.6
The Wolverine,2016.0,UA,6.7
Let It Be,2016.0,none,7.7
Harry Potter and the Deathly Hallows - Part 1,2016.0,UA,7.7
Woody Woodpecker Goes to Camp,2016.0,none,4.6
Now and Then,2016.0,PG-13,6.8
C'è ancora domani,2016.0,none,7.7
The Boy in the Striped Pajamas,2016.0,PG-13,7.7
"Lock, Stock and Two Smoking Barrels",2016.0,A,8.1
Bone Tomahawk,2016.0,none,7.1
Last Night in Soho,2016.0,A,7.0
Wild Things,2016.0,R,6.6
Puppy Love,2016.0,R,6.3
Up,2016.0,U,8.3
Aladdin,2016.0,U,6.9
Bastarden,2016.0,R,7.7
Premalu,2016.0,U,7.9
Moulin Rouge!,2016.0,UA,7.6
Speed,2016.0,A,7.3
Wake in Fright,2016.0,none,7.6
Tangled,2016.0,U,7.7
The Karate Kid,2016.0,U,7.3
Saw,2016.0,A,7.6
The Outfit,2016.0,18,7.2
Under the Skin,2016.0,R,6.3
Hell or High Water,2016.0,13,7.6
The Lost City,2016.0,UA,6.1
The Game,2016.0,UA,7.7
Beau Is Afraid,2016.0,A,6.7
The Greatest Hits,2016.0,PG-13,6.2
Blazing Saddles,2016.0,A,7.7
EuroTrip,2016.0,18,6.6
The Gift,2016.0,A,7.0
American Graffiti,2016.0,U,7.4
Vertigo,2016.0,A,8.3
Big,2016.0,U,7.3
Shadow in the Cloud,2016.0,13,5.0
Rumble Fish,2016.0,A,7.1
Eurovision Song Contest: The Story of Fire Saga,2016.0,PG-13,6.5
The Heartbreak Kid,2016.0,UA,5.8
War of the Worlds,2016.0,UA,6.5
Blue Valentine,1990.0,18,7.3
Ghost,1990.0,UA,7.1
Le fabuleux destin d'Amélie Poulain,1990.0,U,8.3
Meet Joe Black,1990.0,A,7.2
Spider-Man 3,1990.0,UA,6.3
Raintree County,1990.0,none,6.3
Zack Snyder's Justice League,1990.0,18,7.9
The Mummy Returns,1990.0,A,6.4
Blue Beetle,1990.0,18,6.0
WALL·E,1990.0,U,8.4
Harry Potter and the Half-Blood Prince,1990.0,UA,7.6
The Parent Trap,1990.0,U,6.6
Traffic,1990.0,A,7.6
Cinderella,1990.0,U,6.9
Footloose,1990.0,U,6.6
Il portiere di notte,1990.0,none,6.6
Young Frankenstein,1990.0,A,8.0
Wind River,1990.0,R,7.7
Patriots Day,1990.0,A,7.3
27 Dresses,1990.0,UA,6.1
Wonder,1990.0,U,7.9
We Need to Talk About Kevin,1990.0,R,7.5
Into the Wild,1990.0,U,8.1
Lee,1990.0,R,6.9
Pirates of the Caribbean: Dead Man's Chest,1990.0,12+,7.4
Go,1990.0,R,7.2
Black Panther,1990.0,UA,7.3
The Edge,1990.0,A,6.9
Dodgeball: A True Underdog Story,1990.0,UA,6.7
Gone with the Wind,1990.0,U,8.2
Robot Dreams,1990.0,none,7.6
Eternals,1990.0,UA,6.3
The Godfather Part III,1990.0,A,7.6
Little Children,1990.0,All,7.5
Rust Creek,1990.0,16,5.9
Death Becomes Her,1990.0,A,6.6
Rear Window,1990.0,U,8.5
Airport,1990.0,U,6.6
Rosemary's Baby,1990.0,A,8.0
American Gangster,1990.0,A,7.8
The Sound of Music,1990.0,U,8.1
Stardust,1990.0,U,7.6
The Bourne Identity,1990.0,UA,7.8
Silent Hill,1990.0,R,6.5
Tomb Raider,1990.0,UA,6.3
Y tu mamá también,1990.0,A,7.7
Jack Reacher,1990.0,UA,7.0
The English Patient,1990.0,A,7.4
God's Own Country,1990.0,none,7.6
The Invitation,2012.0,PG-13,5.3
House of Wax,2012.0,18,5.5
Just Go with It,2012.0,UA,6.4
Home Alone,2012.0,U,7.7
Bitch,2012.0,none,5.2
Walk the Line,2012.0,U,7.8
Hook,2012.0,U,6.8
Sexy Beast,2012.0,R,7.3
Oblivion,2012.0,UA,7.0
War Dogs,2012.0,A,7.1
Us,2012.0,A,6.8
Manchester by the Sea,2012.0,UA,7.8
Alita: Battle Angel,2012.0,UA,7.3
Erin Brockovich,2012.0,A,7.4
Road Trip,2012.0,A,6.5
Sleepwalkers,2012.0,A,5.3
Run,2012.0,16,6.7
28 Weeks Later,2012.0,R,6.9
Sunshine,2012.0,UA,7.2
The Jester,2012.0,none,4.0
Robin Hood: Men in Tights,2012.0,U,6.7
Gangs of New York,2012.0,A,7.5
Crank,2012.0,A,6.9
Bad Boys,2012.0,A,6.8
A Nightmare on Elm Street,2012.0,A,7.4
Not Another Teen Movie,2012.0,18,5.8
Hustle,2012.0,UA 16+,7.3
Unbreakable,2012.0,UA,7.3
The Beautiful Game,2012.0,PG-13,6.3
Zodiac,2012.0,UA,7.7
Holes,2012.0,Not Rated,7.0
The Edge of Seventeen,2012.0,18,7.3
Spring Breakers,2012.0,R,5.3
Megamind vs the Doom Syndicate,2012.0,none,2.4
Knocked Up,2012.0,18,6.9
National Lampoon's Animal House,2012.0,A,7.4
Notting Hill,2012.0,U,7.2
Platoon,2012.0,UA,8.1
Avengers: Age of Ultron,2012.0,UA,7.3
"Three Billboards Outside Ebbing, Missouri",2012.0,A,8.1
The Intern,2012.0,UA,7.1
Lowlifes,2012.0,none,6.5
Legend,2012.0,A,6.9
Predestination,2012.0,18,7.4
Showgirls,2012.0,A,5.1
Im Westen nichts Neues,2012.0,A,7.8
Cruel Intentions,2012.0,UA,6.8
The Matrix Reloaded,2012.0,A,7.2
Unforgiven,2012.0,A,8.2
Jennifer's Body,2021.0,A,5.5
Once Upon a Time in the West,2021.0,U,8.5
Spoorloos,2021.0,Not Rated,7.7
Skyfall,2021.0,UA,7.8
Blue Velvet,2021.0,A,7.7
Tron: Legacy,2021.0,U,6.8
Sweet Dreams,2021.0,none,5.4
X-Men: Dark Phoenix,2021.0,UA,5.7
Busanhaeng,2021.0,A,7.6
My Cousin Vinny,2021.0,UA,7.6
Harry Potter and the Order of the Phoenix,2021.0,UA,7.5
Cloud Atlas,2021.0,A,7.4
Mr. Monk's Last Case: A Monk Movie,2021.0,none,6.7
Despicable Me,2021.0,U,7.6
Fantastic Beasts: The Secrets of Dumbledore,2021.0,UA,6.2
Verdens verste menneske,2021.0,R,7.7
Legends of the Fall,2021.0,A,7.5
Hellboy,2021.0,UA,6.8
21 Jump Street,2021.0,UA,7.2
Shang-Chi and the Legend of the Ten Rings,2021.0,UA,7.4
Gentlemen Broncos,2021.0,PG-13,6.1
The Mist,2021.0,13,7.1
The Cabin in the Woods,2021.0,A,7.0
Possession,2021.0,none,7.3
Sex and the City,2021.0,UA,5.7
Galaxy Quest,2021.0,PG,7.4
Serenity,2021.0,PG-13,7.8
Thor: Ragnarok,2021.0,UA,7.9
Lost in Space,2021.0,UA,5.2
The Final: Attack on Wembley,2021.0,none,6.3
Insidious,2021.0,UA,6.8
Warrior,2021.0,UA,8.1
The Color Purple,2021.0,PG-13,6.9
Cruella,2021.0,Not Rated,7.3
F9,2021.0,UA,5.2
Dragonkeeper,2021.0,PG,5.9
The Town,2021.0,A,7.5
How to Date Billy Walsh,2021.0,none,5.3
The Ritual,2021.0,18,6.3
True Lies,2021.0,A,7.3
Heathers,2021.0,Not Rated,7.2
Conquest of the Planet of the Apes,2021.0,U,6.1
After Everything,2021.0,Not Rated,4.7
Redeeming Love,2021.0,PG-13,6.7
Along Came Polly,2021.0,UA,6.0
Instant Family,2021.0,13,7.3
Scooby-Doo,2021.0,U,5.3
Big Daddy,2021.0,U,6.4
Spectre,2021.0,UA,6.8
John Wick: Chapter 2,2021.0,A,7.4
Spider-Man 2,2018.0,U,7.5
Don Jon,2018.0,13,6.5
Remember the Titans,2018.0,U,7.8
American Sniper,2018.0,A,7.3
Batman,2018.0,U,7.5
Uncle Buck,2018.0,U,7.1
Terminator: Dark Fate,2018.0,UA,6.2
The Deer Hunter,2018.0,A,8.1
Red Notice,2018.0,13,6.3
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,2018.0,A,8.4
Silver Linings Playbook,2018.0,A,7.7
School of Rock,2018.0,Not Rated,7.2
Shooter,2018.0,A,7.1
Nocturnal Animals,2018.0,13,7.5
The Shape of Water,2018.0,A,7.3
Step Brothers,2018.0,UA,6.9
Percy Jackson & the Olympians: The Lightning Thief,2018.0,U,5.9
Die Hard with a Vengeance,2018.0,A,7.6
Deep Impact,2018.0,UA,6.2
Transformers: The Last Knight,2018.0,UA,5.2
Mission: Impossible - Fallout,2018.0,U/A,7.7
Jiu Lóng Chéng Zhài·Wéi Chéng,2018.0,none,7.5
Operation Valentine,2018.0,UA,5.3
Crazy Rich Asians,2018.0,UA,6.9
Apollo 13,2018.0,U,7.7
Captain America: Civil War,2018.0,UA,7.8
The Scorpion King,2018.0,A,5.5
Knock at the Cabin,2018.0,A,6.1
Boyz n the Hood,2018.0,A,7.8
Kandahar,2018.0,R,6.1
Alice in Wonderland,2018.0,U,6.4
Major League,2018.0,U,7.2
Mortal Engines,2018.0,UA,6.1
Blood for Dust,2018.0,R,5.2
Little Miss Sunshine,2018.0,UA,7.8
The Reader,2018.0,UA,7.6
Carrie,2018.0,A,7.4
Clue,2018.0,none,7.2
Air,2018.0,13,7.4
No Way Up,2018.0,R,4.6
How to Train Your Dragon,2018.0,U,8.1
Gifted,2018.0,15+,7.6
Emily the Criminal,2018.0,R,6.7
Training Day,2018.0,A,7.7
Nightcrawler,2018.0,A,7.8
Blonde,2018.0,A,5.5
A Knight's Tale,2018.0,U,7.0
Suzume no Tojimari,2018.0,UA,7.6
Death on the Nile,1979.0,UA,6.3
Cobweb,1979.0,R,5.9
Alone,1979.0,18,6.2
The Pope's Exorcist,1979.0,A,6.1
Fear,1979.0,Not Rated,6.2
This Is 40,1979.0,A,6.2
Morning Glory,1979.0,PG-13,6.5
Madagascar,1979.0,U,6.9
Hellboy II: The Golden Army,1979.0,UA,7.0
Gokseong,1979.0,none,7.4
Nefarious,1979.0,R,6.4
Shot Caller,1979.0,R,7.3
Greenland,1979.0,UA,6.4
The Texas Chain Saw Massacre,1979.0,A,7.4
"Paris, Texas",1979.0,U,8.1
Fresh,1979.0,18,6.7
Smokey and the Bandit,1979.0,U,7.0
Chinatown,1979.0,UA,8.1
Iron Man Three,1979.0,UA,7.1
Bully,1979.0,R,6.9
Before Sunrise,1979.0,16,8.1
She Came to Me,1979.0,R,6.0
Wonder Woman 1984,1979.0,UA,5.4
Sasquatch Sunset,1979.0,R,5.8
Brothers,1979.0,UA,7.1
Sinister,1979.0,A,6.8
Aquaman,1979.0,UA,6.8
Battle for the Planet of the Apes,1979.0,U,5.4
Misery,1979.0,A,7.8
Some Kind of Wonderful,1979.0,Not Rated,7.0
Moonlight,1979.0,A,7.4
The Change-Up,1979.0,UA,6.3
The Warriors,1979.0,UA,7.5
Ender's Game,1979.0,UA,6.6
Guardians of the Galaxy Vol. 2,1979.0,UA,7.6
Wedding Crashers,1979.0,UA,7.0
Kingsman: The Golden Circle,1979.0,A,6.7
The Graduate,1979.0,A,8.0
The Butterfly Effect,1979.0,UA,7.6
Dawn of the Dead,1979.0,A,7.3
Zapped!,1979.0,none,4.9
Ant-Man and the Wasp: Quantumania,1979.0,UA,6.1
Zero Dark Thirty,1979.0,A,7.4
Murder on the Orient Express,1979.0,UA,6.5
Children of Men,1979.0,A,7.9
"Confess, Fletch",1979.0,R,6.5
Event Horizon,1979.0,A,6.6
Pan's Labyrinth,1979.0,R,8.2
13 Going on 30,1979.0,UA,6.3
The Fast and the Furious: Tokyo Drift,2005.0,UA,6.0
Wonder Woman,2005.0,UA,7.3
Sicario: Day of the Soldado,2005.0,UA,7.1
Predators,2005.0,A,6.4
Hercules,2005.0,U,7.3
Bad Boys for Life,2005.0,A,6.5
MASH,2005.0,A,7.4
Contact,2005.0,U,7.5
Relatos salvajes,2005.0,18,8.1
Mashina lyubvi,2005.0,none,3.8
RRR (Rise Roar Revolt),2005.0,UA,7.8
Sense and Sensibility,2005.0,U,7.7
The Count of Monte Cristo,2005.0,UA,7.7
The NeverEnding Story,2005.0,U,7.3
Four Weddings and a Funeral,2005.0,A,7.1
Dogman,2005.0,R,6.8
Molly's Game,2005.0,R,7.4
Empire Records,2005.0,UA,6.7
The Karate Kid,2005.0,U,6.2
Minority Report,2005.0,A,7.6
It Follows,2005.0,18,6.8
Beauty and the Beast,2005.0,U,8.0
Rush Hour,2005.0,UA,7.0
Easy A,2005.0,A,7.0
The Man from U.N.C.L.E.,2005.0,UA,7.2
Pixels,2005.0,PG-13,5.6
Don't Breathe,2005.0,A,7.1
M3GAN,2005.0,A,6.3
John Wick: Chapter 3 - Parabellum,2005.0,A,7.4
Nu astepta prea mult de la sfârsitul lumii,2005.0,none,7.5
The Perfect Storm,2005.0,UA,6.5
The Miracle Club,2005.0,PG-13,6.3
Slumdog Millionaire,2005.0,UA,8.0
Constantine,2005.0,A,7.0
Robin Hood: Prince of Thieves,2005.0,U,6.9
Signs,2005.0,UA,6.8
Colossal,2005.0,13,6.2
The Girl with the Dragon Tattoo,2005.0,(Banned),7.8
Big Trouble in Little China,2005.0,UA,7.2
RED,2005.0,UA,7.0
The Amazing Spider-Man 2,2005.0,UA,6.6
Poltergeist,2005.0,A,7.3
Maze Runner: The Scorch Trials,2005.0,UA,6.3
"O Brother, Where Art Thou?",2005.0,U,7.7
A.I. Artificial Intelligence,2005.0,U,7.2
Leo,2005.0,PG,7.0
Pirates of the Caribbean: On Stranger Tides,2005.0,UA,6.6
Hot Fuzz,2005.0,A,7.8
Just One of the Guys,2005.0,Not Rated,6.5
Public Enemies,2016.0,A,7.0
Mulan,2016.0,U,7.7
The Twilight Saga: Breaking Dawn - Part 2,2016.0,UA,5.5
Antichrist,2016.0,A,6.5
Ronin,2016.0,R,7.2
The Cell,2016.0,R,6.4
Kung Fu Panda 3,2016.0,U,7.1
Juno,2016.0,16,7.4
The Lovely Bones,2016.0,UA,6.6
District 9,2016.0,A,7.9
Stargate,2016.0,U,7.0
The Sting,2016.0,U,8.3
Old School,2016.0,UA,7.0
Legion,2016.0,A,5.3
Der Name der Rose,2016.0,UA,7.7
To Kill a Mockingbird,2016.0,U,8.3
Pirates of the Caribbean: At World's End,2016.0,UA,7.1
Palmer,2016.0,A,7.3
Teri Baaton Mein Aisa Uljha Jiya,2016.0,none,6.3
Talladega Nights: The Ballad of Ricky Bobby,2016.0,PG-13,6.6
Hypnotic,2016.0,R,5.5
Kynodontas,2016.0,none,7.2
Spy,2016.0,A,7.0
How to Lose a Guy in 10 Days,2016.0,A,6.5
Room,2016.0,U,8.1
Captain Fantastic,2016.0,18,7.8
Alien³,2016.0,R,6.4
The Pursuit of Happyness,2016.0,U,8.0
A Bridge Too Far,2016.0,U,7.4
What Jennifer Did,2016.0,none,6.0
Cast Away,2016.0,UA,7.8
The Lives of Others,2016.0,A,8.4
Batman v Superman: Dawn of Justice,2016.0,UA,6.5
Dances with Wolves,2016.0,U,8.0
The Girl Next Door,2016.0,R,6.5
Ruthless,2016.0,R,4.9
Space Cowboys,2016.0,UA,6.5
Ghostbusters II,2016.0,U,6.6
Mononoke-hime,2016.0,U,8.3
Superman,2016.0,U,7.4
Vacation,2016.0,UA 16+,6.1
A Bug's Life,2016.0,U,7.2
Brooklyn,2016.0,U,7.5
Extraction 2,2016.0,A,7.0
Who Framed Roger Rabbit,2016.0,U,7.7
Shame,2016.0,(Banned),7.2
I Am Legend,2016.0,A,7.2
Unthinkable,2016.0,R,7.0
Life,1972.0,A,6.6
Maleficent,1972.0,U,6.9
Spotlight,1972.0,A,8.1
The 355,1972.0,UA,5.6
Shaun of the Dead,1972.0,UA,7.9
Pandorum,1972.0,R,6.7
Maestro,1972.0,R,6.5
The Devil All the Time,1972.0,18,7.1
The Florida Project,1972.0,A,7.6
Enemy,1972.0,15+,6.9
CODA,1972.0,A,8.0
The Da Vinci Code,1972.0,(Banned),6.6
The Others,1972.0,13,7.6
Kindergarten Cop,1972.0,U,6.2
The Flintstones,1972.0,U,5.0
Hachi: A Dog's Tale,1972.0,U,8.1
The Fugitive,1972.0,U,7.8
I Can Only Imagine,1972.0,PG,7.3
The Curious Case of Benjamin Button,1972.0,UA,7.8
The Wedding Planner,1972.0,U,5.3
Fantastic Mr. Fox,1972.0,U,7.9
Sucker Punch,1972.0,UA,6.1
First Blood,1972.0,A,7.7
Ace in the Hole,1972.0,none,8.1
Hanu Man,1972.0,none,7.9
Valkyrie,1972.0,UA,7.1
Rain Man,1972.0,U,8.0
Rio Bravo,1972.0,none,8.0
The Rocky Horror Picture Show,1972.0,UA,7.4
Thor,1972.0,UA,7.0
50 First Dates,1972.0,UA,6.8
Freud's Last Session,1972.0,PG-13,6.1
Deliverance,1972.0,U,7.7
Hud,1972.0,none,7.8
True Grit,1972.0,16,7.6
It Chapter Two,1972.0,A,6.5
Which Brings Me to You,1972.0,none,5.6
I Spit on Your Grave,1972.0,R,6.2
You'll Never Find Me,1972.0,none,5.8
The Nun II,1972.0,18,5.6
That They May Face the Rising Sun,1972.0,none,7.6
Flight,1972.0,UA,7.3
Cocaine Bear,1972.0,A,5.9
Thelma & Louise,1972.0,UA,7.6
A través de mi ventana,1972.0,18,5.5
Jackie Brown,1972.0,UA,7.5
"To Wong Foo Thanks for Everything, Julie Newmar",1972.0,U,6.7
Lady Chatterley's Lover,1972.0,A,6.6
The Blues Brothers,2017.0,U,7.9
Mamma Mia! Here We Go Again,2017.0,UA,6.6
Hotaru no haka,2017.0,U,8.5
12 Monkeys,2017.0,A,8.0
The Last Airbender,2017.0,U,4.0
The Big Chill,2017.0,U,7.1
The Pale Blue Eye,2017.0,UA 16+,6.6
A Matter of Life and Death,2017.0,PG,8.0
Crank: High Voltage,2017.0,R,6.1
Babes,2017.0,R,6.1
The Ring,2017.0,UA,7.1
6 Underground,2017.0,18,6.1
The Fabelmans,2017.0,UA,7.5
Coyote Ugly,2017.0,UA,5.7
Source Code,2017.0,UA,7.5
13 Hours: The Secret Soldiers of Benghazi,2017.0,A,7.3
Ezra,2017.0,R,6.6
The Princess Diaries 2: Royal Engagement,2017.0,U,5.8
The Phantom of the Opera,2017.0,UA,7.2
The Beach,2017.0,A,6.6
The Hobbit: The Desolation of Smaug,2017.0,UA,7.8
Looper,2017.0,A,7.4
King Richard,2017.0,UA,7.5
Dredd,2017.0,A,7.1
Aladdin,2017.0,U,8.0
Coraline,2017.0,U,7.7
The School for Good and Evil,2017.0,UA 13+,5.9
A Beautiful Day in the Neighborhood,2017.0,UA,7.2
Night at the Museum,2017.0,U,6.5
Face/Off,2017.0,A,7.3
Palm Springs,2017.0,A,7.4
Atomic Blonde,2017.0,A,6.7
Mystic River,2017.0,A,7.9
Close,2017.0,PG-13,7.8
Captive State,2017.0,UA,6.0
Sausage Party,2017.0,A,6.1
Lawrence of Arabia,2017.0,U,8.3
GATTACA,2017.0,UA,7.7
The Hills Have Eyes,2017.0,A,6.4
House of Gucci,2017.0,A,6.6
Gods of Egypt,2017.0,UA,5.4
Star Trek Into Darkness,2017.0,UA,7.7
Mother!,2017.0,A,6.6
The Hunger Games: Mockingjay - Part 2,2017.0,UA,6.5
Garfield: The Movie,2017.0,U,5.0
The Rock,2017.0,A,7.4
Shrek the Third,2017.0,U,6.1
Red Sparrow,1964.0,A,6.6
Sherlock Holmes,1964.0,16,7.6
Contagion,1964.0,U,6.8
Death Race,1964.0,A,6.4
Scent of a Woman,1964.0,UA,8.0
Crash,1964.0,Not Rated,6.4
The Autopsy of Jane Doe,1964.0,18,6.8
Snowpiercer,1964.0,A,7.1
Friday the 13th,1964.0,A,6.4
El Dorado,1964.0,none,7.5
Soul,1964.0,U,8.0
Girls Trip,1964.0,R,6.2
Yesterday,1964.0,UA,6.8
Below Her Mouth,1964.0,18,5.5
Edward Scissorhands,1964.0,U,7.9
Indiana Jones and the Temple of Doom,1964.0,(Banned),7.5
Gone Baby Gone,1964.0,A,7.6
Spy Kids,1964.0,U,5.6
The Ballad of Buster Scruggs,1964.0,18,7.2
Face Off 7: One Wish,1964.0,none,6.9
The House That Jack Built,1964.0,A,6.8
Tremors,1964.0,none,7.2
Widows,1964.0,18,6.8
The Marsh King's Daughter,1964.0,R,5.9
Shichinin no samurai,1964.0,U,8.6
Ultimo tango a Parigi,1964.0,A,6.9
The Meg,1964.0,UA,5.7
Billy Madison,1964.0,U,6.4
Mortal Kombat,1964.0,UA,5.8
Kuolleet lehdet,1964.0,none,7.3
El hoyo,1964.0,18,7.0
Malignant,1964.0,A,6.2
Mary Poppins,1964.0,U,7.8
Transformers: Revenge of the Fallen,1964.0,UA,6.0
The Bad Guys,1964.0,U,6.8
The Road,1964.0,R,7.2
The Giver,1964.0,PG-13,6.4
Rampage,1964.0,UA,6.1
Willow,1964.0,UA,7.2
Pet Sematary,1964.0,A,6.5
Resident Evil,1964.0,A,6.6
Min anoigeis tin porta,1964.0,none,6.7
Henry V,1964.0,U,7.5
The Nun,1964.0,A,5.3
Jersey Boys,1964.0,UA,6.8
The Mummy,1964.0,A,5.4
Black Panther: Wakanda Forever,1964.0,UA,6.7
In Bruges,1964.0,R,7.9
Jawan,1964.0,UA,7.0
Couples Retreat,2022.0,UA,5.5
Malayalee from India,2022.0,none,6.1
12 Years a Slave,2022.0,A,8.1
Teenage Mutant Ninja Turtles,2022.0,U,6.8
Odotus,2022.0,none,5.6
Jerry & Marge Go Large,2022.0,PG-13,6.9
"Extremely Wicked, Shockingly Evil and Vile",2022.0,R,6.7
Alien Resurrection,2022.0,A,6.2
The Addams Family,2022.0,UA,6.9
Law Abiding Citizen,2022.0,A,7.4
La pianiste,2022.0,A,7.5
After We Collided,2022.0,18,5.0
Batman & Robin,2022.0,U,3.8
Fifty Shades Freed,2022.0,18,4.5
Bitter Moon,2022.0,R,7.2
How to Be Single,2022.0,A,6.1
Blood Diamond,2022.0,A,8.0
Near Dark,2022.0,Not Rated,6.9
3 Ninjas,2022.0,PG,5.3
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2022.0,A,6.1
Close Encounters of the Third Kind,2022.0,U,7.6
Joy,2022.0,U,6.6
Cloverfield,2022.0,A,7.0
Ice Age,2022.0,U,7.5
13 Bom di Jakarta,2022.0,none,6.6
Patriot Games,2022.0,A,6.8
Old Dads,2022.0,R,6.2
Collateral,2022.0,A,7.5
Romeo and Juliet,2022.0,U,7.6
The Adam Project,2022.0,13,6.7
Final Destination,2022.0,A,6.7
Piranha 3D,2022.0,A,5.5
Amsterdam,2022.0,UA 16+,6.1
Jade,2022.0,none,3.7
No One Will Save You,2022.0,PG-13,6.3
The Lair of the White Worm,2022.0,none,6.0
Doctor Strange,2022.0,UA,7.5
Captain America: The Winter Soldier,2022.0,UA,7.7
The Little Rascals,2022.0,U,6.3
Conan the Destroyer,2022.0,UA,5.9
Limitless,2022.0,A,7.4
Big Hero 6,2022.0,U,7.8
Monty Python and the Holy Grail,2022.0,U,8.2
Chicago,2022.0,A,7.2
Iron Man 2,2022.0,UA,6.9
Immortals,2022.0,A,6.0
Black Adam,2022.0,UA,6.2
Terms of Endearment,2022.0,A,7.4
The Hunger Games: Mockingjay - Part 1,2022.0,UA,6.6
Lilo & Stitch,1993.0,U,7.3
Ted,1993.0,A,6.9
