movie_id,actor_id
1489,172
1490,869
1491,45
1492,32
1493,870
1494,871
1495,872
1496,546
1497,78
1498,873
1499,874
1500,875
1501,361
1502,786
1503,876
1504,526
1505,877
1506,878
1507,879
1508,290
1509,464
1510,880
1511,352
1512,216
1513,63
1514,881
1515,882
1516,242
1517,883
1518,884
1519,885
1520,886
1521,28
1522,464
1523,262
1524,704
1525,177
1526,244
1527,887
1528,888
1529,767
1530,7
1531,346
1532,115
1533,889
1534,370
1535,185
1536,890
1537,178
1538,124
1539,41
1540,379
1541,106
1542,891
1543,320
1544,26
1545,269
1546,101
1547,892
1548,333
1549,893
1550,894
1551,895
1552,896
1553,897
1554,146
1555,898
1556,254
1557,734
1558,716
1559,37
1560,899
1561,900
1562,273
1563,901
1564,902
1565,903
1566,904
1567,36
1568,343
1569,606
1570,194
1571,905
1572,437
1573,26
1574,906
1575,907
1576,908
1577,909
1578,910
1579,124
1580,32
1581,72
1582,911
1583,912
1584,105
1585,638
1586,661
1587,242
1588,622
1589,361
1590,208
1591,512
1592,913
1593,105
1594,697
1595,226
1596,914
1597,915
1598,916
1599,115
1600,917
1601,918
1602,919
1603,26
1604,920
1605,921
1606,32
1607,922
1608,898
1609,923
1610,924
1611,71
1612,925
1613,26
1614,527
1615,124
1616,926
1617,523
1618,927
1619,172
1620,49
1621,84
1622,928
1623,929
1624,930
1625,931
1626,932
1627,933
1628,934
1629,102
1630,240
1631,858
1632,90
1633,538
1634,935
1635,215
1636,321
1637,936
1638,937
1639,938
1640,52
1641,939
1642,940
1643,941
1644,106
1645,613
1646,942
1647,943
1648,318
1649,383
1650,944
1651,87
1652,945
1653,946
1654,947
1655,210
1656,948
1657,305
1658,949
1659,950
1660,558
1661,415
1662,951
1663,952
1664,44
1665,953
1666,78
1667,954
1668,119
1669,955
1670,956
1671,719
1672,172
1673,269
1674,26
1675,957
1676,612
1677,958
1678,959
1679,101
1680,242
1681,336
1682,960
1683,101
1684,858
1685,961
1686,36
1687,102
1688,962
1689,704
1690,963
1691,964
1692,965
1693,379
1694,966
1695,7
1696,967
1697,234
1698,307
1699,33
1700,818
1701,968
1702,969
1703,970
1704,318
1705,971
1706,78
1707,333
1708,972
1709,973
1710,49
1711,82
1712,87
1713,974
1714,178
1715,731
1716,718
1717,975
1718,157
1719,760
1720,976
1721,977
1722,692
1723,221
1724,276
1725,569
1726,978
1727,979
1728,832
1729,733
1730,980
1731,981
1732,677
1733,922
1734,982
1735,60
1736,219
1737,983
1738,13
1739,298
1740,877
1741,259
1742,594
1743,269
1744,29
1745,4
1746,767
1747,352
1748,71
1749,78
1750,917
1751,531
1752,333
1753,984
1754,669
1755,51
1756,985
1757,307
1758,986
1759,987
1760,927
1761,988
1762,564
1763,989
1764,379
1765,990
1766,37
1767,217
1768,991
1769,531
1770,992
1771,142
1772,106
1773,33
1774,82
1775,423
1776,993
1777,994
1778,995
1779,996
1780,832
1781,997
1782,845
1783,998
1784,999
1785,397
1786,219
1787,1000
1788,149
1789,1001
1790,346
1791,1002
1792,1003
1793,578
1794,1004
1795,106
1796,1005
1797,1006
1798,82
1799,1007
1800,1008
1801,310
1802,1009
1803,1010
1804,1011
1805,105
1806,1012
1807,1013
1808,45
1809,1014
1810,1015
1811,269
1812,1016
1813,524
1814,78
1815,1017
1816,106
1817,1018
1818,623
1819,305
1820,1019
1821,1020
1822,1021
1823,78
1824,26
1825,168
1826,616
1827,37
1828,864
1829,343
1830,34
1831,634
1832,1022
1833,1023
1834,1024
1835,1025
1836,876
1837,1026
1838,361
1839,32
1840,1027
1841,1028
1842,215
1843,426
1844,1029
1845,439
1846,289
1847,102
1848,480
1849,362
1850,1030
1851,9
1852,619
1853,811
1854,800
1855,429
1856,94
1857,85
1858,142
1859,806
1860,371
1861,1031
1862,142
1863,827
1864,1032
1865,273
1866,1033
1867,1034
1868,328
1869,1035
1870,444
1871,1027
1872,1036
1873,90
1874,786
1875,1037
1876,1038
1877,989
1878,320
1879,1039
1880,458
1881,1040
1882,13
1883,1041
1884,318
1885,996
1886,39
1887,379
1888,1042
1889,172
1890,558
1891,27
1892,325
1893,106
1894,269
1895,1043
1896,215
1897,864
1898,1044
1899,1045
1900,325
1901,16
1902,1046
1903,603
1904,82
1905,525
1906,146
1907,1047
1908,1048
1909,82
1910,194
1911,217
1912,1049
1913,1050
1914,464
1915,106
1916,1034
1917,1051
1918,468
1919,1052
1920,41
1921,251
1922,1053
1923,469
1924,1054
1925,379
1926,548
1927,1055
1928,1056
1929,1057
1930,767
1931,1058
1932,711
1933,177
1934,1059
1935,1060
1936,101
1937,426
1938,328
1939,827
1940,1061
1941,384
1942,1062
1943,1063
1944,294
1945,704
1946,181
1947,613
1948,1064
1949,62
1950,87
1951,339
1952,1065
1953,415
1954,1066
1955,196
1956,1067
1957,1053
1958,409
1959,194
1960,1068
1961,1069
1962,826
1963,254
1964,1070
1965,633
1966,322
1967,613
1968,785
1969,26
1970,1071
1971,1072
1972,977
1973,1073
1974,1074
1975,437
1976,45
1977,785
1978,1075
1979,1076
1980,375
1981,36
1982,722
1983,90
1984,339
1985,677
1986,1077
1987,76
1988,1078
1989,786
1990,570
1991,1079
1992,102
1993,148
1994,469
1995,212
1996,1080
1997,1076
1998,1081
1999,31
2000,704
2001,895
2002,614
2003,146
2004,425
2005,1082
2006,1083
2007,101
2008,174
2009,945
2010,919
2011,215
2012,1084
2013,309
2014,252
2015,27
2016,175
2017,203
2018,594
2019,1085
2020,564
2021,716
2022,309
2023,26
2024,1086
2025,4
2026,585
2027,273
2028,1087
2029,269
2030,318
2031,242
2032,82
2033,259
2034,606
2035,352
2036,1088
2037,624
2038,1089
2039,1090
2040,1091
2041,1092
2042,1062
2043,397
2044,240
2045,124
2046,1093
2047,1094
2048,52
2049,585
2050,1095
2051,1096
2052,1097
2053,45
2054,177
2055,1018
2056,78
2057,739
2058,520
2059,1098
2060,708
2061,273
2062,85
2063,719
2064,425
2065,1099
2066,1100
2067,889
2068,94
2069,36
2070,739
2071,957
2072,172
2073,346
2074,596
2075,1101
2076,147
2077,591
2078,541
2079,521
2080,1102
2081,108
2082,1103
2083,1104
2084,21
2085,786
2086,1105
2087,576
2088,741
2089,78
2090,1106
2091,339
2092,1107
2093,1
2094,71
2095,118
2096,124
2097,1108
2098,959
2099,1109
2100,211
2101,611
2102,1110
2103,1111
2104,1112
2105,353
2106,340
2107,1113
2108,1114
2109,1115
2110,320
2111,1116
2112,818
2113,525
2114,1117
2115,742
2116,616
2117,1118
2118,1119
2119,174
2120,379
2121,1120
2122,1121
2123,1122
2124,1123
2125,1124
2126,78
2127,1125
2128,404
2129,1126
2130,265
2131,1127
2132,469
2133,1128
2134,1129
2135,469
2136,1130
2137,1131
2138,508
2139,1132
2140,225
2141,931
2142,1133
2143,215
2144,45
2145,1134
2146,597
2147,1135
2148,1136
2149,444
2150,1137
2151,106
2152,119
2153,1138
2154,964
2155,1139
2156,1140
2157,32
2158,174
2159,886
2160,616
2161,1051
2162,1141
2163,37
2164,330
2165,698
2166,287
2167,371
2168,276
2169,320
2170,1142
2171,1143
2172,1144
2173,1145
2174,52
2175,1146
2176,232
2177,688
2178,104
2179,178
2180,1147
2181,1148
2182,718
2183,196
2184,78
2185,1149
2186,1150
2187,731
2188,1151
2189,1152
2190,801
2191,945
2192,1153
2193,30
2194,1154
2195,1155
2196,1156
2197,157
2198,27
2199,194
2200,841
2201,1157
2202,52
2203,426
2204,1158
2205,1159
2206,252
2207,714
2208,276
2209,1160
2210,157
2211,215
2212,1161
2213,1162
2214,401
2215,279
2216,596
2217,26
2218,1163
2219,794
2220,1164
2221,194
2222,546
2223,215
2224,119
2225,1165
2226,594
2227,85
2228,1166
2229,1167
2230,1168
2231,1169
2232,1139
2233,362
2234,157
2235,827
2236,525
2237,1170
2238,468
2239,221
2240,1171
2241,69
2242,1172
2243,1173
2244,1174
2245,1175
2246,1176
2247,1177
2248,222
2249,1178
2250,1179
2251,30
2252,379
2253,1180
2254,1181
2255,1182
2256,401
2257,739
2258,1183
2259,1184
2260,1185
2261,634
2262,115
2263,1186
2264,1187
2265,1188
2266,1189
2267,1190
2268,32
2269,444
2270,1191
2271,1192
2272,105
2273,635
2274,352
2275,169
2276,1193
2277,1194
2278,1195
2279,328
2280,346
2281,101
2282,106
2283,202
2284,1065
2285,102
2286,1196
2287,1197
2288,1198
2289,107
2290,1010
2291,106
2292,290
2293,1199
2294,828
2295,26
2296,1200
2297,1201
2298,1202
2299,697
2300,37
2301,864
2302,259
2303,1203
2304,1204
2305,439
2306,45
2307,1205
2308,1206
2309,1207
2310,393
2311,119
2312,1208
2313,1209
2314,303
2315,215
2316,325
2317,1094
2318,1210
2319,1211
2320,1212
2321,352
2322,37
2323,15
2324,1213
2325,171
2326,1214
2327,448
2328,889
2329,613
2330,285
2331,71
2332,321
2333,1215
2334,110
2335,175
2336,577
2337,1216
2338,1217
2339,669
2340,93
2341,934
2342,1218
2343,525
2344,1219
2345,1220
2346,832
2347,90
2348,353
2349,1221
2350,1222
2351,1223
2352,864
2353,373
2354,27
2355,119
2356,1224
2357,932
2358,269
2359,1225
2360,32
2361,862
2362,1226
2363,1227
2364,469
2365,371
2366,1228
2367,1229
2368,101
2369,1164
2370,1230
2371,104
2372,301
2373,310
2374,1231
2375,1232
2376,90
2377,739
2378,32
2379,1233
2380,538
2381,371
2382,1
2383,123
2384,1234
2385,1235
2386,1236
2387,276
2388,321
2389,219
2390,1237
2391,48
2392,1238
2393,1239
2394,305
2395,175
2396,1240
2397,1241
2398,352
2399,1242
2400,273
2401,219
2402,623
2403,101
2404,469
2405,94
2406,383
2407,739
2408,171
2409,1243
2410,1001
2411,898
2412,26
2413,1244
2414,169
2415,1245
2416,362
2417,429
2418,1246
2419,688
2420,1247
2421,1248
2422,1249
2423,480
2424,685
2425,698
2426,1250
2427,1081
2428,216
2429,1251
2430,1252
2431,1253
2432,1254
2433,685
2434,306
2435,1255
2436,1256
2437,1257
2438,1258
2439,1259
2440,1260
2441,1261
2442,1262
2443,1263
2444,124
2445,1264
2446,1265
2447,469
2448,619
2449,525
2450,1266
2451,403
2452,1267
2453,1268
2454,448
2455,175
2456,1094
2457,1269
2458,1141
2459,1270
2460,269
2461,1271
2462,504
2463,1272
2464,477
2465,1273
2466,26
2467,321
2468,1274
2469,269
2470,666
2471,1275
2472,1276
2473,546
2474,469
2475,1245
2476,168
2477,1277
2478,216
2479,501
2480,794
2481,1278
2482,1279
2483,1280
2484,175
2485,1281
2486,1282
2487,919
2488,886
2489,1283
2490,866
2491,606
2492,491
2493,1284
2494,1023
2495,90
2496,383
2497,377
2498,1285
2499,1286
2500,813
2501,1287
2502,1210
2503,1288
2504,219
2505,175
2506,1289
2507,468
2508,72
2509,1290
2510,107
2511,1291
2512,1292
2513,285
2514,1293
2515,1294
2516,126
2517,1295
2518,1296
2519,585
2520,704
2521,1255
2522,1297
2523,922
2524,1298
2525,109
2526,704
2527,1299
2528,255
2529,1300
2530,1301
2531,437
2532,512
2533,594
2534,1302
2535,101
2536,26
2537,49
2538,1303
2539,258
2540,1304
2541,1305
2542,582
2543,1201
2544,858
2545,207
2546,1306
2547,1307
2548,168
2549,1308
2550,102
2551,1309
2552,996
2553,186
2554,1310
2555,1311
2556,1312
2557,1237
2558,309
2559,7
2560,107
2561,1313
2562,308
2563,37
2564,448
2565,352
2566,558
2567,155
2568,930
2569,767
2570,1253
2571,1314
2572,525
2573,1315
2574,1094
2575,1216
2576,1316
2577,1317
2578,1318
2579,520
2580,26
2581,202
2582,858
2583,106
2584,1319
2585,283
2586,1320
2587,85
2588,1321
2589,4
2590,1322
2591,212
2592,1323
2593,1324
2594,252
2595,1320
2596,177
2597,1325
2598,305
2599,274
2600,1035
2601,1326
2602,1327
2603,596
2604,1328
2605,607
2606,301
2607,736
2608,1329
2609,716
2610,1330
2611,1331
2612,276
2613,1332
2614,1081
2615,862
2616,946
2617,338
2618,1307
2619,1333
2620,896
2621,718
2622,7
2623,1334
2624,517
2625,688
2626,1335
2627,1336
2628,90
2629,1337
2630,1338
2631,273
2632,1259
2633,269
2634,175
2635,996
2636,1339
2637,469
2638,718
2639,1340
2640,357
2641,1338
2642,1341
2643,346
2644,1342
2645,1343
2646,85
2647,1344
2648,1345
2649,1346
2650,269
2651,178
2652,1347
2653,435
2654,1348
2655,1349
2656,538
2657,106
2658,273
2659,26
2660,49
2661,794
2662,1350
2663,1351
2664,718
2665,997
2666,161
2667,1081
2668,1352
2669,1001
2670,1155
2671,588
2672,178
2673,45
2674,27
2675,42
2676,119
2677,1108
2678,1353
2679,440
2680,106
2681,1354
2682,554
2683,1355
2684,201
2685,680
2686,718
2687,13
2688,1356
2689,102
2690,702
2691,177
2692,172
2693,346
2694,322
2695,643
2696,115
2697,1357
2698,1358
2699,78
2700,208
2701,1003
2702,1359
2703,1360
2704,1361
2705,1362
2706,1363
2707,320
2708,1364
2709,922
2710,273
2711,1365
2712,1366
2713,1367
2714,634
2715,148
2716,28
2717,533
2718,1368
2719,106
2720,755
2721,1369
2722,1370
2723,1371
2724,520
2725,1372
2726,1373
2727,1374
2728,1375
2729,371
2730,1376
2731,373
2732,1377
2733,1378
2734,922
2735,142
2736,869
2737,378
2738,101
2739,1379
2740,289
2741,242
2742,1380
2743,1381
2744,1382
2745,1383
2746,73
2747,286
2748,307
2749,1384
2750,1287
2751,1385
2752,1088
2753,864
2754,1386
2755,1387
2756,1274
2757,1388
2758,119
2759,371
2760,1389
2761,1390
2762,90
2763,748
2764,1069
2765,1391
2766,1392
2767,1393
2768,10
2769,1394
2770,763
2771,1395
2772,554
2773,1396
2774,638
2775,150
2776,1397
2777,1398
2778,1399
2779,1378
2780,1400
2781,901
2782,1401
2783,377
2784,1402
2785,1403
2786,1184
2787,276
2788,1404
2789,1405
2790,305
2791,1245
2792,1406
2793,613
2794,321
2795,1407
2796,1408
2797,319
2798,87
2799,1409
2800,1410
2801,1411
2802,352
2803,181
2804,104
2805,7
2806,1412
2807,681
2808,667
2809,1413
2810,1414
2811,148
2812,185
2813,1268
2814,1415
2815,101
2816,491
2817,708
2818,106
2819,1416
2820,1140
2821,1417
2822,1418
2823,27
2824,708
2825,1419
2826,1420
2827,1421
2828,280
2829,1422
2830,848
2831,396
2832,1423
2833,1424
2834,1064
2835,346
2836,1425
2837,742
2838,1426
2839,580
2840,1427
2841,104
2842,1195
2843,715
2844,647
2845,1275
2846,1428
2847,1429
2848,36
2849,1430
2850,26
2851,786
2852,178
2853,378
2854,115
2855,1431
2856,87
2857,1432
2858,1433
2859,123
2860,150
2861,71
2862,71
2863,1434
2864,90
2865,585
2866,767
2867,473
2868,850
2869,106
2870,115
2871,551
2872,1435
2873,996
2874,1436
2875,596
2876,357
2877,331
2878,1437
2879,1438
2880,469
2881,696
2882,737
2883,869
2884,1439
2885,1440
2886,1441
2887,1442
2888,1443
2889,1099
2890,669
2891,1444
2892,94
